id_pekerjaan,nama_pekerjaan,target_segment,target_nama,hop_dari_pekerjaan,panjang_m,road_class,jumlah_lajur,volume_baseline,speed_baseline,delta_volume,delta_speed,congestion,catatan
CT06,Jalan Garuda (Batuceper),1107437752,,0,5.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),915355441,Gang Titisara,1,100.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1318442753,,1,95.5,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),985106647,,1,84.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),590314334,,1,83.9,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),567256442,,1,71.8,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875293,,1,67.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),567256487,,1,64.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),985095616,,1,43.0,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875289,,1,36.9,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875287,,1,34.9,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875288,,1,27.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),985106645,,1,19.2,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),985106643,,1,19.0,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875291,,2,90.2,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),567256425,,2,75.3,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),590308431,,2,66.7,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875225,,2,66.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),756271426,,2,49.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),919101753,,2,40.3,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1411122180,,2,37.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),673325246,,2,29.0,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875292,,2,28.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875260,,2,27.8,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),568057912,Jalan Pembangunan I,2,15.6,secondary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1316500971,Gang Mushollah Nurul Qomar,2,7.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),590308413,,2,3.9,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1411122182,,2,1.5,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1411122179,,3,135.0,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875297,,3,72.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),590308430,,3,67.1,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875254,,3,66.2,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1316500972,,3,64.7,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1454369880,Jalan Pembangunan I,3,62.7,tertiary,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875228,,3,60.9,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1316500970,Gang Mushollah Nurul Qomar,3,52.5,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),1467194102,,3,36.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),590308432,,3,33.4,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),566875226,,3,28.5,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),698015632,,3,24.6,service,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),590314331,,3,20.6,residential,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
CT06,Jalan Garuda (Batuceper),697106001,,3,2.0,living_street,,,,,,,volume/speed/congestion kosong: data lalu lintas nyata belum tersedia
